gender,description,link_color,profileimage,sidebar_color,text,cln_desc,cln_text
female,plates over sleep  | ustca,FA743E,https://pbs.twimg.com/profile_images/655655406795026432/7d_rs9pU_normal.jpg,181A1E,And she slept with the memories that made her feel whole again.,plates over sleep ustca,and she slept with the memories that made her feel whole again.
male,I'm really sullen and fierce. Sometimes greedy and 61.,0084B4,https://pbs.twimg.com/profile_images/1755063930/FireShot_Screen_Capture__065_-__EverSmoke_Electronic_Cigarettes_I_E_Cigarettes_I_Buy_Electronic_Cigarettes__-_www_eversmoke_com__A_CJ5423626_normal.gif,C0DEED,Tips and Advice on Spy Phone â€“ Highster Mobile https://t.co/029fj3OrKc Get any Spyera Pack with a 20% discount.,i'm really sullen and fierce sometimes greedy and 61.,tips and advice on spy phone ˚Ú highster mobile https://t.co/029fj3orkc get any spyera pack with a 20 discount.
male,âù_ï¸èInsane about a Boy called George âù_. ï¸è @BoyGeorge @RealCultureClub @Wearebrando,0084B4,https://pbs.twimg.com/profile_images/621293585762242560/rmh1LIqy_normal.jpg,C0DEED,@snadraw91029664 And the mess he can make means he has a spare! :),âù_ï¸èinsane about a boy called george ù_ ¸ boygeorge realcultureclub wearebrando,@snadraw91029664 and the mess he can make means he has a spare )
female,A.M.D.G. | for the greater glory of God | ths '15 |,0084B4,https://pbs.twimg.com/profile_images/650734195699003393/yZqeegKG_normal.jpg,C0DEED,"I hope you know you never left my head and if I ever let you down, I'm sorry.",a.m.d.g for the greater glory of god ths 15 ,i hope you know you never left my head and if i ever let you down i'm sorry.
male,keep it 64,0084B4,https://pbs.twimg.com/profile_images/657327466810314752/6yuvK_jo_normal.jpg,C0DEED,@abbas_hashi bro wait and see once Dirk retires Justin Anderson is gonna lead our team _Ÿ’¯_Ÿ˜‚,keep it 64,@abbas_hashi bro wait and see once dirk retires justin anderson is gonna lead our team _˘ı¯_˘˜‚
male,I. AM. THIRD. #Warrior #72Hours Chi Chi Chi Chipotle. #FollowTheBanner #TeamIndians #ClevelandBrowns #ClevelandCavs #BuckeyeNation #NorthStar #EGTSOS #Inshallah,0084B4,https://pbs.twimg.com/profile_images/653958848328376320/b1vE1mJt_normal.jpg,C0DEED,I love @alextichenor and I hate @SPLally,i am third warrior 72hours chi chi chi chipotle followthebanner teamindians clevelandbrowns clevelandcavs buckeyenation northstar egtsos inshallah,i love alextichenor and i hate splally
female,Librarian and supermassive Muse fan,0084B4,https://pbs.twimg.com/profile_images/499439745672306688/LHWRahKT_normal.jpeg,A8C7F7,I think I'm on his side.. Scientist who found new human species accused of playing fast and loose with the truth https://t.co/t9khzSTlWE,librarian and supermassive muse fan,i think i'm on his side. scientist who found new human species accused of playing fast and loose with the truth https://t.co/t9khzstlwe
female,"Nominated for biggest arsehole of our generation, twice. // @happyandpriv",DD2E44,https://pbs.twimg.com/profile_images/652136238078664704/HEMEW2j5_normal.jpg,FFFFFF,"@MarielleYeaah thank you, we need intersectional feminism and better education for a reason âœ__Ÿè»âœ__Ÿè_âœ__Ÿè¿",nominated for biggest arsehole of our generation twice happyandpriv,@marielleyeaah thank you we need intersectional feminism and better education for a reason Ô__˘èËâÔ__˘è_âÔ__˘è‡
male,"Max Anthony Curtis. Actor, musician, 20. Instagram - maxanth_nycurtis",0084B4,https://pbs.twimg.com/profile_images/650585855430664193/mpCatKVd_normal.jpg,C0DEED,saw a @stefanbednar lookalike in Finsbury Park this evening and got genuinely excited for a few seconds.,max anthony curtis actor musician 20 instagram maxanth_nycurtis,saw a stefanbednar lookalike in finsbury park this evening and got genuinely excited for a few seconds.
female,I AM 29 YEARS OLD AND I WORK AT THE BOYS AND GIRLS CLUB IN BERLIN WHICH IS KIND OF CLOSE TO GREEN LAKE BECAUSE I LOVE KIDS OBVIOUSLY. KIDS ARE THE FUTURE.,0084B4,https://pbs.twimg.com/profile_images/524048448979357696/L1Ka52m8_normal.jpeg,C0DEED,"@TomBury1 @RobertIrvine design should look, and u should know better than to question The Great Chef Robert Irvine's say in the matter, Tom.",i am 29 years old and i work at the boys and girls club in berlin which is kind of close to green lake because i love kids obviously kids are the future.,@tombury1 robertirvine design should look and u should know better than to question the great chef robert irvine's say in the matter tom.
female,"Grew up in Pa, transplanted to Fla. Fan of the Phillies at all levels. I also like the Toronto Blue Jays-I live in Dunedin",0084B4,https://pbs.twimg.com/profile_images/528359041366753280/zvNZg8s8_normal.jpeg,FFFFFF,"@LaurHof11 don't look at me.
I was up all night with a sick dog and then Ross' car acted up so we had to get it fixed. Epic fail of a day",grew up in pa transplanted to fla fan of the phillies at all levels i also like the toronto blue jays-i live in dunedin,@laurhof11 don't look at me i was up all night with a sick dog and then ross car acted up so we had to get it fixed epic fail of a day
female,Teamwork makes the dream work.,0084B4,https://pbs.twimg.com/profile_images/655134724663484417/18aEAvqd_normal.jpg,C0DEED,I think for my APUSH creative project I'm going to bring bacon to class and eat it to represent Bacon's Rebellion,teamwork makes the dream work.,i think for my apush creative project i'm going to bring bacon to class and eat it to represent bacon's rebellion
female,â¬†ï¸èTaliyyaahh B.,9266CC,https://pbs.twimg.com/profile_images/651213492515573760/41KUg0fs_normal.jpg,65B0DA,And thats sad,â‚ ¸ètaliyyaahh b.,and thats sad
male,Video Game Designer @bungie. Guitarist for @DemonHammeR. Internet's foremost authority on my cat. Employer and family disavow all knowledge of my tweets.,2FC2EF,https://pbs.twimg.com/profile_images/621225316120313856/tPQDZ5Yc_normal.jpg,181A1E,Flying with my arms up and fingers folded behind my head to battle the adjoining manspreader with my armpit stank.,video game designer bungie guitarist for demonhammer internet's foremost authority on my cat employer and family disavow all knowledge of my tweets.,flying with my arms up and fingers folded behind my head to battle the adjoining manspreader with my armpit stank.
female,"European camgirl. 18+, NSFW. http://t.co/jGxx0Wvct9",ABB8C2,https://pbs.twimg.com/profile_images/655483735014510593/MaYeX2dn_normal.jpg,FFFFFF,"...book a hotel and stuff. :/ We're really looking forward to a show together but that takes some financing, too.",european camgirl 18+ nsfw http://t.co/jgxx0wvct9,...book a hotel and stuff we're really looking forward to a show together but that takes some financing too.
female,"I play a lot of Xbox and make a few awful YouTube videos. English heritage, Aussie accent. Ohhhhh, bitch I'm fabulous!",DE7BE3,https://pbs.twimg.com/profile_images/612631961224482817/RqZFIUjA_normal.jpg,FFFFFF,@TheCatalufo lmao!! It's for real!!! I near enough keeled over and died!!!!,i play a lot of xbox and make a few awful youtube videos english heritage aussie accent ohhhhh bitch i'm fabulous!,@thecatalufo lmao! it's for real!! i near enough keeled over and died!!!!
male,teh schnapper,0084B4,https://pbs.twimg.com/profile_images/587062032190537728/NYcAlSeP_normal.jpg,C0DEED,Shoutout to the motherfucker who stole my glasses and cracked my iPad. Go fuck yourself.,teh schnapper,shoutout to the motherfucker who stole my glasses and cracked my ipad go fuck yourself.
male,UofSC '19,0084B4,https://pbs.twimg.com/profile_images/658201982855942144/YKmzpyWG_normal.jpg,A8C7F7,"Without that badge, you a bitch and a half _Ÿê__Ÿê·",uofsc 19,without that badge you a bitch and a half _˘ê__˘ê·
male,#nffc #bexhill,D02B55,https://pbs.twimg.com/profile_images/505980548557594624/gYKKe__E_normal.jpeg,829D5E,@sportchippers @BBCRNS you started the show with 'please phone in and tell me how close do you think DF is to the sack?',#nffc bexhill,@sportchippers bbcrns you started the show with please phone in and tell me how close do you think df is to the sack?'
male,"Man of the people- Make sure you check out my brothers @teamldott @thattap YBM 4 Ever. Essex, UK",0084B4,https://pbs.twimg.com/profile_images/649378147440459778/Y-vVrs2n_normal.jpg,C0DEED,I see women with a $2 goals trying to catch a guy with a career. Stick to roadmen and fantasising about getting ran through by Drake please.,man of the people make sure you check out my brothers teamldott thattap ybm 4 ever essex uk,i see women with a 2 goals trying to catch a guy with a career stick to roadmen and fantasising about getting ran through by drake please.
male,"Social Liberal, Fiscal Conservative, Believe in separation of church and state.   I seek honest opinions and provide them.",00B3AA,https://pbs.twimg.com/profile_images/3087133846/6969c4536407452772e1bb3f76c0705f_normal.jpeg,C0DEED,@skookerG @gigglemitz I stood next to Trump once.  He does stink!  That gross intermingling of  BO and his slave-labor produced cologne.,social liberal fiscal conservative believe in separation of church and state i seek honest opinions and provide them.,@skookerg gigglemitz i stood next to trump once he does stink that gross intermingling of bo and his slave-labor produced cologne.
male,"Birthday: 31/05/1994, Law Graduate from Newcastle University. 
Masters student in University of Southern California.",FF0000,https://pbs.twimg.com/profile_images/647442507048091648/-IM-Ikek_normal.jpg,F2E195,Qatar should have a law like the #UAE. Anyone who disrespects the people and their government should be arrested and deported.,birthday 31/05/1994 law graduate from newcastle university masters student in university of southern california.,qatar should have a law like the uae anyone who disrespects the people and their government should be arrested and deported.
male,"Portmore, Jamaica",0084B4,https://pbs.twimg.com/profile_images/656155378636464128/S9ozpXFr_normal.jpg,C0DEED,"Jumping out the uber, and I'm shooting at the lyft.",portmore jamaica,jumping out the uber and i'm shooting at the lyft.
male,University of the Cumberlandsâ__ï¸è2019 Romans 1:16,0084B4,https://pbs.twimg.com/profile_images/582742197147144192/UAgyWFhx_normal.jpg,C0DEED,And to think there's people out there selling these drugs hoping to create addicts and ending lives just so they can make some money,university of the cumberlandsâ__ï¸è2019 romans 1:16,and to think there's people out there selling these drugs hoping to create addicts and ending lives just so they can make some money
male,"Lateral-esquerdo, Jogou no Flamengo, Figueirense, AtlÃ©tico MG, Corinthians, FenerbahÃ§e, Arsenal (ING) e GrÃªmio. Fez 24 jogos pela SeleÃ§Ã£o Brasileira.",0084B4,https://pbs.twimg.com/profile_images/602218132950929408/ttzMfR40_normal.jpg,FFFFFF,"lift your head and be strong !! we will play for you, we are all a family my bro #samirfazli @ Saintâ€_ https://t.co/a1uRWOpARo",lateral-esquerdo jogou no flamengo figueirense atlÏ©tico mg corinthians fenerbahÏ§e arsenal ing e grÏªmio fez 24 jogos pela seleÏ§Ï£o brasileira.,lift your head and be strong we will play for you we are all a family my bro samirfazli saintâ˚_ https://t.co/a1urwoparo
male,neeeeeeeeerd,0084B4,https://pbs.twimg.com/profile_images/653387003237548033/otnXVVdo_normal.jpg,C0DEED,None of my friends are single anymore and I'm just a bit bitter,neeeeeeeeerd,none of my friends are single anymore and i'm just a bit bitter
male,Action adventure geek and entrepreneur,0000FF,https://pbs.twimg.com/profile_images/1347585872/jasonDH_normal.jpg,87BC44,"@snipeyhead @mattmireles @cindygallop @aweesan I'm down, my days just got a lot more available!  Let me know where and when!",action adventure geek and entrepreneur,@snipeyhead mattmireles cindygallop aweesan i'm down my days just got a lot more available let me know where and when!
female,sc- ainsleighgraham,0084B4,https://pbs.twimg.com/profile_images/655360258420973568/br4vjRtT_normal.jpg,C0DEED,Just want @JamesLock__ and @Daniarmstrong88 back together âù_ï¸èâù_ï¸èâù_ï¸è fav couple,sc ainsleighgraham,just want jameslock__ and daniarmstrong88 back together ù_ï¸èâù_ï¸èâù_ï¸ fav couple
male,you can now purchase my book Word Vomit in stores everywhere,0084B4,https://pbs.twimg.com/profile_images/378800000071511662/b37b63a2fc98e375025035c2f282727b_normal.jpeg,C0DEED,If someone tells me I have great energy I don't care.  Plz give me a chart and some parameters?,you can now purchase my book word vomit in stores everywhere,if someone tells me i have great energy i don't care plz give me a chart and some parameters?
male,Youtube Addict *Glad*,F23D61,https://pbs.twimg.com/profile_images/655384821372465152/WXS1uyT7_normal.jpg,F8F8E0,"One of my favorite couples @JimsTweetings and @TanyaBurr rocking the #SPECTREpremiere , looking stunning as heck #fancy #LoveAndSupport",youtube addict glad*,one of my favorite couples jimstweetings and tanyaburr rocking the spectrepremiere looking stunning as heck fancy loveandsupport
female,"Mom , Physical Therapist , Fibromyalgia, Doll Collector",FF0000,https://pbs.twimg.com/profile_images/658344177785180160/6DQgXr5N_normal.jpg,65B0DA,"BEAR BRAND should also do a Jose , Wally and Paolo tvc _Ÿ˜_",mom physical therapist fibromyalgia doll collector,bear brand should also do a jose wally and paolo tvc _˘˜_
male,(enter something cool and thought provoking here).,FF0000,https://pbs.twimg.com/profile_images/655230152222318592/hnEvKkCR_normal.jpg,F2E195,Exhausted _Ÿ˜” and I still have to go home to study _Ÿ™ç_Ÿè»,(enter something cool and thought provoking here).,exhausted _˘˜Û and i still have to go home to study _˘™ç_˘èË
female,"Riot Grrrl comedian from Athens, GA . Author of http://t.co/7h2SAEkRe4 Own @TaoComedyStudio in LA w/ @chriswoodoliver Also @laughriotgrrrls",B40B43,https://pbs.twimg.com/profile_images/638881104737341440/pDvCEY1W_normal.jpg,FFFFFF,Mansplainers will be blocked (and mocked),riot grrrl comedian from athens ga author of http://t.co/7h2saekre4 own taocomedystudio in la w chriswoodoliver also laughriotgrrrls,mansplainers will be blocked and mocked)
male,Future pole dancer. #BlackhawkTech sc-mnevans1120,0084B4,https://pbs.twimg.com/profile_images/657640587508756480/cq-UpwwK_normal.jpg,C0DEED,It's only Monday and I already know it's bout to be a good weekend,future pole dancer blackhawktech sc-mnevans1120,it's only monday and i already know it's bout to be a good weekend
male,"valentino rossi and southampton fc supporter. CIAO MARCO . Green day fan
Followed by @lloyd_isgrove
I can count to four and repeat, I'm a drummer. Tre Cool",0084B4,https://pbs.twimg.com/profile_images/378800000166446058/284498b150d69c4d397a219e780fdef1_normal.jpeg,C0DEED,@JackJames191 in his interview he said he took a wider line in order to get better drive on to the straight and Marc dident have to keep,valentino rossi and southampton fc supporter ciao marco green day fan followed by lloyd_isgrove i can count to four and repeat i'm a drummer tre cool,@jackjames191 in his interview he said he took a wider line in order to get better drive on to the straight and marc dident have to keep
female,"i love watching ghost adventures,i love watching castle,the last ship and i love country music. had a tweet from zak that was awesome.",0084B4,https://pbs.twimg.com/profile_images/658692946921848832/JtCCzrg4_normal.jpg,C0DEED,@KOCOdamonlane what is the rain chance 's for Friday?  And will it be raining during the day let's say about 4?,"i love watching ghost adventures,i love watching castle,the last ship and i love country music had a tweet from zak that was awesome.",@kocodamonlane what is the rain chance s for friday and will it be raining during the day let's say about 4?
male,Drake'n niggas bitches NYC ig : Abu_dotty,C92F14,https://pbs.twimg.com/profile_images/658296460862181376/8RHt6cVk_normal.jpg,D14B4B,I hate feelin jealous and or envious . But sometimes I can't control it .,drake'n niggas bitches nyc ig abu_dotty,i hate feelin jealous and or envious but sometimes i can't control it 
female,they/them pronouns please,0084B4,https://pbs.twimg.com/profile_images/658739827991584768/yNi0IkWC_normal.jpg,C0DEED,"this city looks so pretty do you wanna burn it with me?
til the skies bleed ashes and the fucking skyline crashes.",they/them pronouns please,this city looks so pretty do you wanna burn it with me til the skies bleed ashes and the fucking skyline crashes.
female,Melanie J. Gong. (FC: Minzy) 94L. || Werewolf. Arcanum Dorm || @ac_chaelin's beastie â™¡,0084B4,https://pbs.twimg.com/profile_images/658171406656643072/BjbpB81B_normal.jpg,C0DEED,"@ac_jaebum it and I'll do the same for you, unless you enjoy being called blood boy.",melanie j gong fc minzy 94l werewolf arcanum dorm ac_chaelin's beastie ™·,@ac_jaebum it and i'll do the same for you unless you enjoy being called blood boy.
female,"Reporter at WLOX-TV; @Cornell; @MedillSchool; @NABJ; womanist, snapchat connoisseur, frequent jet-setter and former Big Red athlete. tweets are mine.",0084B4,https://pbs.twimg.com/profile_images/628673971873910784/4fb3sG5s_normal.jpg,FFFFFF,Last night storms caused damage to the sail and bowsprit of Victor Fernandez' boat while it was docked at LB Harbor https://t.co/AOLpJ4tLmm,reporter at wlox-tv cornell medillschool nabj womanist snapchat connoisseur frequent jet-setter and former big red athlete tweets are mine.,last night storms caused damage to the sail and bowsprit of victor fernandez boat while it was docked at lb harbor https://t.co/aolpj4tlmm
male,"as for me and my household,we shall serve the Lord",0084B4,https://pbs.twimg.com/profile_images/378800000104063010/86ce1b85c28755ccb10bafb13209987e_normal.jpeg,C0DEED,"The Word of God 

Luke 13:18-21 

Jesus said, ""What is the kingdom of God like? And to what should I compare... https://t.co/09mceZt3Xr","as for me and my household,we shall serve the lord",the word of god luke 13:18-21 jesus said what is the kingdom of god like and to what should i compare.. https://t.co/09mcezt3xr
female,@nhlbruins @lakings @patriots â€¢2720 mi. â€¢happyâ€¢,0084B4,https://pbs.twimg.com/profile_images/656279717318778880/05V2mfjh_normal.jpg,C0DEED,Can I just throw on a hockey jersey for Halloween and say I'm a hockey player because I really don't have the motivation to do anything else,@nhlbruins lakings patriots ˚¢2720 mi ˚¢happyâ˚¢,can i just throw on a hockey jersey for halloween and say i'm a hockey player because i really don't have the motivation to do anything else
male,Prolly the Biggest Sharks supporter out there!!!,0084B4,https://pbs.twimg.com/profile_images/431810183082164224/AFLEFaun_normal.jpeg,C0DEED,"@daneherbst @JordiesView @BreytonPaulse Thing is we have no Tall Locks at the Sharks currently, and none that are of international standard.",prolly the biggest sharks supporter out there!!!,@daneherbst jordiesview breytonpaulse thing is we have no tall locks at the sharks currently and none that are of international standard.
male,Loyal to my Grind & stackin.# Son of the Venda's,0084B4,https://pbs.twimg.com/profile_images/658642118450225152/fzbEdQze_normal.jpg,C0DEED,GIZARA Getting A 2nd Wyfie and U still Single .,loyal to my grind stackin. son of the venda's,gizara getting a 2nd wyfie and u still single 
female,"carry on, outlast the ignorance",0084B4,https://pbs.twimg.com/profile_images/654601829284626432/okIGgRDY_normal.png,C0DEED,Since discovering @5SOS my life has improved greatly. I'm happier than I've ever been n all I want is to hug them and tell them I love them,carry on outlast the ignorance,since discovering 5sos my life has improved greatly i'm happier than i've ever been n all i want is to hug them and tell them i love them
male,I Like Money .,00D5FF,https://pbs.twimg.com/profile_images/637145817262895104/tdBTJsi6_normal.jpg,00FF00,"Let's Raise Hell In the Streets , Drink Beer And Get Into Trouble âœ¨",i like money ,let's raise hell in the streets drink beer and get into trouble Ô¨
male,The purpose of life is to sing!,0099CC,https://pbs.twimg.com/profile_images/430468496560898048/s0YWwJFN_normal.jpeg,FFF8AD,Bow down and your coffers will fill with wealth. #SaasSaas,the purpose of life is to sing!,bow down and your coffers will fill with wealth saassaas
female,self taught hairdresser and stylist plus lady know it all of course lol check out my website to find out more :),FF3300,https://pbs.twimg.com/profile_images/619632753798193152/3XVT_vXl_normal.jpg,86A4A6,"@stacie_leanne @TheXFactor @grimmers yeh but he's known and he is talented, I get why it did that, any publicity is good publicity nowadays",self taught hairdresser and stylist plus lady know it all of course lol check out my website to find out more ),@stacie_leanne thexfactor grimmers yeh but he's known and he is talented i get why it did that any publicity is good publicity nowadays
male,'Ø§Ù„Ù„Ù‡Ù… Ø§Ø±Ø_Ù… Ø_Ø§Ù‡Ø± Ø_Ù‡Ù…ÙˆØ¯ ÙˆØ_Ù…Ø±Ùˆ Ø¨Ø±ÙƒØªØ§ÙˆÙ_' Snapchat&Instagram:alaaalsbaa TheFutureActress,0084B4,https://pbs.twimg.com/profile_images/656913605544144896/hr4tzHtL_normal.jpg,C0DEED,But the only difference between you and me is you're always a part of my words and I'm always a part of your silence.,'Ø§Ù„Ù„Ù‡ÙÈ §Ø±Ø_ÙÈ _Ø§Ù‡Ø _Ù‡ÙÈÙˆØ¯ ÙˆØ_ÙÈØ±Ùˆ ¨Ø±Ù‰ØªØ§ÙˆÙ_ snapchat&instagram:alaaalsbaa thefutureactress,but the only difference between you and me is you're always a part of my words and i'm always a part of your silence.
male,"say hi to the bad guy. 
ig: tlylev
sc: tlylev",0084B4,https://pbs.twimg.com/profile_images/655815923731836929/NLByujzr_normal.jpg,C0DEED,I just saw nikko hes alive and kickin of anyones wondering.,say hi to the bad guy ig tlylev sc tlylev,i just saw nikko hes alive and kickin of anyones wondering.
male,Fangirl ;D,0084B4,https://pbs.twimg.com/profile_images/645563393307475968/Jzp8LkPs_normal.jpg,C0DEED,Dreamfilm and chill,fangirl d,dreamfilm and chill
male,"Some people in this world are so poor, all they have is money.",0084B4,https://pbs.twimg.com/profile_images/658544792557654016/M0IlrTN9_normal.jpg,C0DEED,"@itstcclcte Princess I see this and your retweets, is everything okay?",some people in this world are so poor all they have is money.,@itstcclcte princess i see this and your retweets is everything okay?
male,What Dont Kill You Makes You Stronger I Will Make It . Philippians 4:13,0084B4,https://pbs.twimg.com/profile_images/657403895220670464/NTK73P8-_normal.jpg,C0DEED,about to clean and gts.,what dont kill you makes you stronger i will make it philippians 4:13,about to clean and gts.
male,Live Mas.... Also follow my twitter @ http://t.co/if4ZcBD6nt,0084B4,https://pbs.twimg.com/profile_images/647761469547790336/BKh20C-Y_normal.jpg,FFFFFF,That was offensive and lame. A double offensive. Get out.,live mas... also follow my twitter http://t.co/if4zcbd6nt,that was offensive and lame a double offensive get out.
female,"full time dimentia carer, animal lover, horses are amazing!!! single, norwich, my little coblet boo is my soul mate. I RT the things i think are nice",0084B4,https://pbs.twimg.com/profile_images/628218169094709248/hnIjRXD3_normal.jpg,C0DEED,"Mine is a 12hh coblet and he is in a 5"" bit :) #horsehour https://t.co/nyMmWGBiZN",full time dimentia carer animal lover horses are amazing!! single norwich my little coblet boo is my soul mate i rt the things i think are nice,mine is a 12hh coblet and he is in a 5 bit horsehour https://t.co/nymmwgbizn
male,"Gangster distinguished, cool as a penguin",0084B4,https://pbs.twimg.com/profile_images/653228926857281536/DPKvNPhA_normal.jpg,C0DEED,@fuckreece @Speeedy46 @pwjverrill Tempted to get a really early train up and come home early and not drink (somehow),gangster distinguished cool as a penguin,@fuckreece speeedy46 pwjverrill tempted to get a really early train up and come home early and not drink somehow)
male,"Err, um, I have no recollection senator...",0084B4,https://pbs.twimg.com/profile_images/378800000175592913/cf4a755ddf903ed2697786be8fc14225_normal.jpeg,C0DEED,Iâ€™m single and in my mid-40s so seeing a girl naked for the first time is most important  just to know her deal with pubes.,err um i have no recollection senator...,iâ˚™m single and in my mid-40s so seeing a girl naked for the first time is most important just to know her deal with pubes.
female,Beyond greatness.,0084B4,https://pbs.twimg.com/profile_images/639488743867461632/KAtvQDPf_normal.jpg,C0DEED,"Ok California... We get it. We have the best weather. But that's enough for now, go ahead and simmer tf down with all the heat.",beyond greatness.,ok california.. we get it we have the best weather but that's enough for now go ahead and simmer tf down with all the heat.
female,"Believing is just the beginning....,",0084B4,https://pbs.twimg.com/profile_images/643133543514775552/P-RFXokH_normal.jpg,C0DEED,Going to be me and you Friday night @the_serb #soberOctober https://t.co/9S8kCroEUj,"believing is just the beginning....,",going to be me and you friday night the_serb soberoctober https://t.co/9s8kcroeuj
female,:),3B94D9,https://pbs.twimg.com/profile_images/651226194474479617/i9Fg6He1_normal.jpg,FFFFFF,4:23am and I'm still awake. Good morning!,:),4:23am and i'm still awake good morning!
male,Let's go Flyers!!!!!!!,2FC2EF,https://pbs.twimg.com/profile_images/559560029158649856/Q9ZZWkrW_normal.jpeg,181A1E,"@HillaryClinton You forgot to add murder, liar and cheat.",let's go flyers!!!!!!!,@hillaryclinton you forgot to add murder liar and cheat.
female,"RIPDAD (Music and Writing) 
Live In The Moment...be spontaneous âù_",0084B4,https://pbs.twimg.com/profile_images/540448874075131905/SBVWoXb0_normal.jpeg,C0DEED,https://t.co/E3fLzZsoRA Louis and Niall try the Irish Accents ._Ÿ˜€_Ÿ˜€ #OTRANewcastle2  (10.26.15) New,ripdad music and writing live in the moment...be spontaneous ù_,https://t.co/e3flzzsora louis and niall try the irish accents _˘˜˚_˘˜˚ otranewcastle2 (10.26.15 new
female,The Mad Scientista. Reader. Writer. Lover. Fighter.,2FC2EF,https://pbs.twimg.com/profile_images/647104944248459264/brb2Ll9z_normal.jpg,FFFFFF,when your brother is a skilled writer and says your personal statement is *his* level good lol #winning  _Ÿ™Œ_Ÿè__Ÿ’ƒ_Ÿè_ @Bighomielou,the mad scientista reader writer lover fighter.,when your brother is a skilled writer and says your personal statement is his level good lol winning _˘™Ó_˘è__˘ı‰_˘è_ bighomielou
female,"I Crave A Love So Deep, The Ocean â_“ï¸è Would Be Jealous!!!",0084B4,https://pbs.twimg.com/profile_images/554177071648620545/nKw7s42H_normal.jpeg,C0DEED,Watch: BeyoncÃ© and Nicki Minaj â€˜Ice Grillâ€™ Each Other During Rehearsals [Video] https://t.co/JOrr5yTKjm,i crave a love so deep the ocean _Úï¸ would be jealous!!!,watch beyoncÏ and nicki minaj ˚˜ice grillâ˚™ each other during rehearsals video https://t.co/jorr5ytkjm
male,Ecologist and biogeographer,897856,https://pbs.twimg.com/profile_images/504271700989444096/1pJ0I2uL_normal.jpeg,C8A867,"PNAS ""Science for a wilder #Anthropocene: Synthesis and future directions for trophic #rewilding research"" @EcoinfAU https://t.co/2tdxISWPfG",ecologist and biogeographer,pnas science for a wilder anthropocene synthesis and future directions for trophic rewilding research ecoinfau https://t.co/2tdxiswpfg
male,"wish everyone would take a few minutes to read this & maybe read it a couple of times to let it sink in  http://t.co/yUBIeKWeVS 
#mmt deficit lies epiphany",2FC2EF,https://pbs.twimg.com/profile_images/618550586804449280/8Lx4PJtx_normal.jpg,181A1E,huge [and no doubt deliberate] #fail by telecom companies that we can't see caller numbers of cold callers and use blocking #dispatches,wish everyone would take a few minutes to read this maybe read it a couple of times to let it sink in http://t.co/yubiekwevs #mmt deficit lies epiphany,huge and no doubt deliberate fail by telecom companies that we can't see caller numbers of cold callers and use blocking dispatches
female,"I speak my mind and play around with makeup and league of legends. I'm also a fast food-worker who's going vegan, yay",7D7476,https://pbs.twimg.com/profile_images/639713838787600384/w7K2QHFM_normal.jpg,FFFFFF,Also when tf will I get my thumb outta my ass and film a video? cowdamnit it ain't that hard,i speak my mind and play around with makeup and league of legends i'm also a fast food-worker who's going vegan yay,also when tf will i get my thumb outta my ass and film a video cowdamnit it ain't that hard
female,"Rita, 25, complainer, reader of too many bad romance novels, â™¥'s dogs, believes in coffee for everyone",A11E66,https://pbs.twimg.com/profile_images/598897573005504512/779L2WxT_normal.jpg,FFFFFF,@SenseMisapplied @regalhiddles between like Otto and the hacker guy and the blond hacker guy and the russians and the journalist and jonas,rita 25 complainer reader of too many bad romance novels ™¥'s dogs believes in coffee for everyone,@sensemisapplied regalhiddles between like otto and the hacker guy and the blond hacker guy and the russians and the journalist and jonas
male,(âœ¿â— â€¿â— ) (âœ¿â— â€¿â— ) DÃ–ÅÅÃÅÅƒ TÅ´ÄªÃ‘Å (âœ¿â— â€¿â— ) (âœ¿â— â€¿â— ) check out my ig fan page : @dolan.babesss â˜ºï¸èâ˜ºï¸èâù_ï¸è @ImJakePaul follows âù_ï¸èâù_ï¸è,0084B4,https://pbs.twimg.com/profile_images/634776126800445440/ah5mPrt8_normal.jpg,C0DEED,#FootballPlayersInPublic _Ÿ˜‚ everyone go ch cknout @KianAndJc new video !!!_Ÿèˆ_Ÿè† https://t.co/tv8bHDRtw8 subscribe and like âù_ï¸èâù_ï¸èâù_ï¸è,(âÔ‡âÒÍâ˚‡âÒÍ âÔ‡âÒÍâ˚‡âÒÍ dÏÅÅÏÅÅ‰ tÅ´ÄªÏÙÅÍ(âÔ‡âÒÍâ˚‡âÒÍ âÔ‡âÒÍâ˚‡âÒÍ check out my ig fan page dolan.babesss ˜ºï¸èâ˜ºï¸èâù_ï¸ imjakepaul follows ù_ï¸èâù_ï¸è,#footballplayersinpublic _˘˜‚ everyone go ch cknout kianandjc new video !!_˘èˆ_˘ https://t.co/tv8bhdrtw8 subscribe and like ù_ï¸èâù_ï¸èâù_ï¸è
male,Designer,0084B4,https://pbs.twimg.com/profile_images/656785288530821120/mdGUjHWr_normal.jpg,C0DEED,These 6 apps are free and are amazing... https://t.co/zjvuFe2NGw https://t.co/pYr8S9gDcV,designer,these 6 apps are free and are amazing.. https://t.co/zjvufe2ngw https://t.co/pyr8s9gdcv
